상세영업상태명,전화번호,소재지면적,소재지우편번호,지번주소,도로명주소,도로명우편번호,사업장명,최종수정일자,데이터갱신구분,데이터갱신일자,업태구분명,좌표정보(X),좌표정보(Y),위생업태명,업소URL
영업,,106.03,135894,서울특별시 강남구 신사동 613-5 캐럴라인타워 ,서울특별시 강남구 압구정로32길 11 캐럴라인타워 1층 109호110호111호 (신사동),6022.0,거부곱창,20200000000000.0,U,2020-10-22 2:40,한식,202601.2166,447186.6595,한식,1471433790
영업,02  553 5520,105.7,135935,서울특별시 강남구 역삼동 826-26 패스트파이브빌딩,서울특별시 강남구 테헤란로2길 27 패스트파이브빌딩 지상2층 201호 (역삼동),6241.0,이자까야 탄,20200000000000.0,U,2021-12-06 22:08,한식,202550.9219,443816.8734,,229338752
영업,,61.7,135822,서울특별시 강남구 논현동 122-8 1층 113호,서울특별시 강남구 학동로4길 15 1층 113호 (논현동),6110.0,철판(논현역점),20200000000000.0,U,2021-12-07 23:08,한식,202010.0103,445368.1318,,-
영업,,49.5,135907,서울특별시 강남구 역삼동 603-3번지 ,서울특별시 강남구 봉은사로16길 16 지하1층 (역삼동),6124.0,우아한논현키친,20200000000000.0,I,2020-03-12 0:23,한식,202545.5599,444788.5506,한식,-
영업,,209.22,135878,서울특별시 강남구 삼성동 149-24 예논빌딩 ,서울특별시 강남구 봉은사로82길 31 예논빌딩 지상2층 (삼성동),6165.0,슐미랭삼,20200000000000.0,I,2021-06-24 0:22,한식,204856.7363,445447.1078,한식,1205470857
영업,205759369,46.18,135943,서울특별시 강남구 일원동 641-1번지 ,서울특별시 강남구 개포로140길 22 (일원동),6339.0,장수순대국,20100000000000.0,I,2018-08-31 23:59,한식,207563.895,443559.94,한식,31400591
영업,,234.0,135200,서울특별시 강남구 자곡동 347 수서역세권 A3BL아파트 건설공사1공구 ,,,양우푸드시스템,20200000000000.0,I,2021-06-09 0:22,한식,209360.0471,441652.1676,한식,1295889680
영업,02 5458427,102.9,135819,서울특별시 강남구 논현동 97-18번지 ,서울특별시 강남구 언주로148길 9 (논현동),6054.0,자연석돌구이,20200000000000.0,I,2018-08-31 23:59,한식,203052.8865,446495.2411,한식,19867556
영업,200000000,45.37,135881,서울특별시 강남구 삼성동 166-6번지 ,서울특별시 강남구 봉은사로114길 42 (삼성동),6172.0,일미쌈밥,20200000000000.0,U,2019-05-03 2:40,한식,205707.361,445550.6027,한식,36003996
영업,,33.0,135891,서울특별시 강남구 신사동 567-25번지 지상2층 ,서울특별시 강남구 논현로159길 12 (신사동지상2층),6031.0,아리수,20100000000000.0,I,2018-08-31 23:59,한식,202331.2449,446768.0711,한식,21369406
영업,,95.7,135703,서울특별시 강남구 역삼동 635-2 과학기술회관,서울특별시 강남구 테헤란로7길 22 과학기술회관 증축관 지하1층 105호 (역삼동),6130.0,동경 전통 육개장,20200000000000.0,I,2021-12-05 0:08,한식,202638.0958,444305.9549,,11708527
영업,,184.8,135935,서울특별시 강남구 역삼동 826-9 지상1층 ,서울특별시 강남구 테헤란로2길 36 (역삼동지상1층),6241.0,강남장어,20200000000000.0,U,2020-12-26 2:40,한식,202544.7868,443737.0902,한식,1778923047
영업,02  459 5700,95.82,135190,서울특별시 강남구 세곡동 590 라온 프라이빗시티 ,서울특별시 강남구 헌릉로569길 13 라온 프라이빗시티 지상1층 114호115호 (세곡동),6376.0,부어치킨 세곡동점,20200000000000.0,U,2020-09-23 2:40,한식,208790.93,440518.11,한식,-
영업,02  568 9280,159.84,135998,서울특별시 강남구 대치동 936번지 ,서울특별시 강남구 선릉로 312 2층 4679111213141516호 (대치동),6206.0,유가네닭갈비 한티역점,20200000000000.0,I,2020-05-28 0:23,한식,204588.1879,443925.2445,한식,1225936466
영업,,112.0,135210,서울특별시 강남구 율현동 141-16번지 ,서울특별시 강남구 헌릉로745길 49 (율현동),6378.0,한양식당,20100000000000.0,I,2018-08-31 23:59,한식,210273.6629,440894.598,한식,1729010628
영업,02 5441056,91.14,135821,서울특별시 강남구 논현동 112-8번지 ,서울특별시 강남구 선릉로131길 22-4 지상1층 (논현동),6059.0,들꽃향기시골밥상,20100000000000.0,I,2018-08-31 23:59,한식,203388.1535,446159.7938,한식,1664678325
영업,,88.0,135907,서울특별시 강남구 역삼동 605-11번지 ,서울특별시 강남구 봉은사로24길 11 1층 (역삼동),6125.0,남도24,20200000000000.0,U,2020-06-04 2:40,한식,202831.1522,444874.3815,한식,18792895
영업,02 5617878,65.36,135516,서울특별시 강남구 일원동 686-7번지 ,서울특별시 강남구 양재대로31길 5 (일원동),6343.0,황금소 일원점,20200000000000.0,U,2020-02-27 2:40,한식,207233.4669,443065.3475,한식,1947612478
영업,,82.64,135825,서울특별시 강남구 논현동 144-0번지 신도빌딩 지상3층 ,서울특별시 강남구 강남대로128길 10 (논현동신도빌딩 지상3층),6114.0,쭈꾸미 한상,20200000000000.0,I,2018-08-31 23:59,한식,201972.4365,445286.1897,한식,1229702027
영업,02  553 8267,50.0,135907,서울특별시 강남구 역삼동 607-4 ,서울특별시 강남구 봉은사로26길 23 지하1층 (역삼동),6126.0,장모님이떴다,20200000000000.0,U,2020-09-19 2:40,한식,202925.3939,444819.3682,한식,1311031712
영업,5650171,488.08,135924,서울특별시 강남구 역삼동 736-45 지하1층 ,서울특별시 강남구 논현로85길 28 (역삼동지하1층),6236.0,(주)동원홈푸드 삼정회계법인,20200000000000.0,U,2021-02-11 2:40,한식,203072.339,444068.3358,한식,-
영업,02  511 4890,362.18,135956,서울특별시 강남구 청담동 100번지 루미안빌 ,서울특별시 강남구 도산대로81길 51 루미안빌 지하2층 (청담동),6010.0,한라산 청담,20200000000000.0,U,2019-10-12 2:40,한식,203976.9138,447210.2385,한식,565992128
영업,,41.73,135843,서울특별시 강남구 대치동 916-24 ,서울특별시 강남구 삼성로71길 29 1층 102호 (대치동),6201.0,행복식당,20200000000000.0,I,2020-11-12 0:23,한식,204929.6733,444370.1226,한식,1282896615
영업,,137.0,135932,서울특별시 강남구 역삼동 819-1번지 1층 ,서울특별시 강남구 강남대로94길 14 1층 (역삼동),6134.0,세광양대창 강남역 중앙점,20200000000000.0,U,2020-02-23 2:40,한식,202455.5208,444123.2355,한식,1737483835
영업,02 5560025,38.29,135569,서울특별시 강남구 역삼동 834-27번지 ,서울특별시 강남구 역삼로8길 21 (역삼동),6250.0,넝쿨분식,20000000000000.0,I,2018-08-31 23:59,한식,202962.3379,443399.0585,한식,-
영업,,173.8,135957,서울특별시 강남구 청담동 125-14 RNF537 ,서울특별시 강남구 도산대로 537 RNF537 지상4층 (청담동),6013.0,청담비담,20200000000000.0,I,2021-03-18 0:22,한식,204559.8008,446996.5196,한식,481532920
영업,,93.42,135887,서울특별시 강남구 신사동 510-11번지 강남상가아파트 ,서울특별시 강남구 압구정로2길 46 지상1층 제25 N14호 (신사동 강남상가아파트),6034.0,가람부대찌개,20200000000000.0,I,2020-01-19 0:23,한식,201757.4941,446282.4545,한식,1738797157
영업,,41.44,135891,서울특별시 강남구 신사동 565-14번지 ,서울특별시 강남구 도산대로25길 36 지상1층 2호 (신사동),6032.0,병철이네 육고기,20200000000000.0,I,2018-08-31 23:59,한식,202271.1552,446637.6951,한식,-
영업,,165.3,135890,서울특별시 강남구 신사동 547-2번지 지상2층 ,서울특별시 강남구 압구정로12길 13 지상2층 (신사동),6029.0,(주)보바베어,20200000000000.0,I,2018-08-31 23:59,한식,201942.1248,446761.1262,한식,37996525
영업,,2.7,135814,서울특별시 강남구 논현동 20-9 ,서울특별시 강남구 강남대로136길 5-4 지하1층 6호 (논현동),6043.0,순딜리버리 6호점,20200000000000.0,I,2020-11-08 0:23,한식,201815.5144,445681.1051,한식,-
영업,,142.79,135830,서울특별시 강남구 논현동 231-0번지 지상1층 ,서울특별시 강남구 봉은사로37길 28 (논현동지상1층),6108.0,소공동 뚝배기,20200000000000.0,I,2018-08-31 23:59,한식,203109.4501,445315.2664,한식,34464203
영업,,91.63,135920,서울특별시 강남구 역삼동 722-0번지 경남아파트 지상1층 105호,서울특별시 강남구 언주로85길 13 지상1층 105호 (역삼동 경남아파트),6222.0,더드림,20200000000000.0,I,2018-08-31 23:59,한식,203671.6457,444263.0752,한식,1109481852
영업,,88.21,135887,서울특별시 강남구 신사동 512-11 ,서울특별시 강남구 강남대로152길 23 1층 103호 (신사동),6035.0,역전할머니맥주 신사가로수길점,20200000000000.0,U,2021-03-05 2:40,한식,201807.2379,446164.3992,한식,1348679964
영업,,50.0,135855,서울특별시 강남구 도곡동 451-5,서울특별시 강남구 논현로24길 25 지상2층 (도곡동),6302.0,쓰리쓰리 에프앤비(ThreeThree F&B),20200000000000.0,I,2021-12-04 0:03,한식,203904.3328,442226.8416,,-
영업,02  538 9877,37.67,135501,서울특별시 강남구 대치동 990-0번지 삼성상가1층108호 ,서울특별시 강남구 도곡로 516 (대치동삼성상가1층108호),6282.0,오뎅과 사케,20200000000000.0,I,2018-08-31 23:59,한식,205509.9665,444112.267,한식,1973540522
영업,02 5013134,31.32,135840,서울특별시 강남구 대치동 899-17번지 ,서울특별시 강남구 역삼로63길 17 (대치동),6198.0,날마다막창,20200000000000.0,I,2018-08-31 23:59,한식,204527.4522,444451.4335,한식,38265390
영업,,187.57,135931,서울특별시 강남구 역삼동 811-12번지 ,서울특별시 강남구 봉은사로4길 21 지상12층 (역삼동),6123.0,무월,20200000000000.0,I,2018-08-31 23:59,한식,202286.8651,444578.7236,한식,36508127
영업,222268835,25.2,135945,서울특별시 강남구 일원동 652-7번지 지상1층 ,서울특별시 강남구 일원로9길 63 지상1층 (일원동),6342.0,먹자빈대떡,20100000000000.0,I,2018-08-31 23:59,한식,207597.2026,443200.6422,한식,30923529
영업,5653398,56.19,135878,서울특별시 강남구 삼성동 152-37번지 지상1층 ,서울특별시 강남구 테헤란로81길 52 (삼성동지상1층),6166.0,영덕횟집,20200000000000.0,I,2018-08-31 23:59,한식,204889.0365,445315.4453,한식,13161114
영업,02  558 9218,194.35,135924,서울특별시 강남구 역삼동 736-28번지 ,서울특별시 강남구 테헤란로22길 16 지상1층 (역삼동),6236.0,해맞이,20200000000000.0,I,2018-08-31 23:59,한식,203034.8851,444068.1579,한식,-
영업,02 5735022,60.0,135964,서울특별시 강남구 개포동 1237-4번지 지상1층 ,서울특별시 강남구 논현로20길 14 (개포동지상1층),6307.0,돈고을 왕족발,20200000000000.0,U,2020-02-26 2:40,한식,204000.395,441772.145,한식,-
영업,,244.8,135569,서울특별시 강남구 역삼동 834-46 청암빌딩,서울특별시 강남구 역삼로 140 청암빌딩 지상1층 (역삼동),6250.0,달래 해장 역삼동점,20200000000000.0,I,2021-12-05 23:08,한식,203016.4114,443565.0522,,-
영업,,147.99,135888,서울특별시 강남구 신사동 516-18 ,서울특별시 강남구 압구정로2길 57 지하1지상1층 (신사동),6035.0,대봉집,20200000000000.0,U,2021-12-07 2:40,한식,201826.2497,446228.5469,한식,1817134114
영업,,41.44,135891,서울특별시 강남구 신사동 565-14번지 ,서울특별시 강남구 도산대로25길 36 지상1층 3호 (신사동),6032.0,보울앤보틀,20200000000000.0,I,2019-11-23 0:23,한식,202271.1552,446637.6951,한식,36924721
영업,,317.1,135889,서울특별시 강남구 신사동 535-8 한교빌딩,서울특별시 강남구 도산대로11길 32 한교빌딩 지상2층 (신사동),6034.0,프레임(FRAME),20200000000000.0,U,2021-12-03 22:00,한식,201923.8602,446369.317,,1488023013
영업,234529282,125.0,135929,서울특별시 강남구 역삼동 790-11 지상1층 ,서울특별시 강남구 논현로71길 8 (역삼동지상1층),6248.0,친구(Friend Pub),20200000000000.0,U,2020-10-24 2:40,한식,203362.965,443657.695,한식,-
영업,234631448,77.25,135859,서울특별시 강남구 도곡동 907-54번지 ,서울특별시 강남구 논현로 201 (도곡동),6271.0,춘천옥불가마,20100000000000.0,I,2018-08-31 23:59,한식,203551.0507,442643.8039,한식,-
영업,02 5475846,27.99,135827,서울특별시 강남구 논현동 183-13번지 101호 ,서울특별시 강남구 강남대로118길 34 (논현동101호),6120.0,한솥도시락 논현초등학교옆점,20200000000000.0,I,2018-08-31 23:59,한식,202232.6322,444967.5594,한식,1677724449
영업,,44.22,135860,서울특별시 강남구 도곡동 957-11번지 ,서울특별시 강남구 남부순환로 2615 127~130호 (도곡동 극동스타클래스),6267.0,죽이야기도곡점,20200000000000.0,I,2018-08-31 23:59,한식,203092.722,442550.6346,한식,-
영업,02  453 4933,20.0,135864,서울특별시 강남구 삼성동 8-2 브라운스톤 레전드 ,서울특별시 강남구 선릉로 660 1층 F112호  일부호 (삼성동 브라운스톤 레전드),6088.0,래빗파머스,20200000000000.0,I,2021-03-05 0:23,한식,203675.905,445926.1197,한식,1062985423
영업,,141.16,135936,서울특별시 강남구 역삼동 830-22번지 지상1층 ,서울특별시 강남구 역삼로5길 5 (역삼동지상1층),6243.0,남도랑,20200000000000.0,I,2018-08-31 23:59,한식,202777.0415,443552.0886,한식,11884840
영업,,75.0,135846,서울특별시 강남구 대치동 945-28번지 지상1층 ,서울특별시 강남구 테헤란로92길 11 (대치동지상1층),6181.0,장수서울순대가,20100000000000.0,I,2018-08-31 23:59,한식,205357.152,445009.0798,한식,20149056
영업,,102.3,135935,서울특별시 강남구 역삼동 827-22 ,서울특별시 강남구 강남대로78길 25 지상1층 (역삼동),6240.0,월선네,20200000000000.0,U,2021-04-24 2:40,한식,202694.8851,443695.216,한식,1188626677
영업,,26.0,135998,서울특별시 강남구 대치동 939-5번지 지하1층 B01호,서울특별시 강남구 삼성로61길 45 지하1층 B01호 (대치동),6208.0,반지하1호,20100000000000.0,I,2018-08-31 23:59,한식,204954.9352,444015.356,한식,36501454
영업,,82.91,135913,서울특별시 강남구 역삼동 657-24번지 ,서울특별시 강남구 논현로106길 26 1층 (역삼동),6136.0,이모네,20200000000000.0,U,2019-03-14 2:40,한식,203162.057,444916.3537,한식,37868293
영업,02 5520508,294.08,135877,서울특별시 강남구 삼성동 144-25번지 . 26 ,서울특별시 강남구 테헤란로 443 (삼성동. 26),6158.0,요리명가,20200000000000.0,I,2018-08-31 23:59,한식,204842.305,444981.41,한식,1331715290
영업,,231.0,135888,서울특별시 강남구 신사동 528-4 화인빌딩 ,서울특별시 강남구 압구정로 110 화인빌딩 2층 201호 (신사동),6028.0,원조마포소금구이 강남점,20200000000000.0,I,2022-02-11 0:22,한식,201782.1012,446748.0672,한식,1418811404
영업,,93.82,135840,서울특별시 강남구 대치동 897-33번지 3층 ,서울특별시 강남구 선릉로86길 16 3층 (대치동),6198.0,장진참치 앤 초밥,20200000000000.0,I,2018-08-31 23:59,한식,204442.443,444560.8516,한식,-
영업,,49.58,135920,서울특별시 강남구 역삼동 722-6번지 ,서울특별시 강남구 언주로81길 19 지하1층 (역삼동),6222.0,강여사의 부엌,20200000000000.0,I,2020-01-19 0:23,한식,203659.4261,444188.5261,한식,-
영업,,40.0,135829,서울특별시 강남구 논현동 215-15 ,서울특별시 강남구 논현로124길 5 지상2층 201-6호 (논현동),6105.0,요거프룻,20200000000000.0,I,2021-12-04 0:22,한식,202766.247,445582.0189,한식,-
영업,2,360.0,135921,서울특별시 강남구 역삼동 725-25번지 지상1층 ,서울특별시 강남구 논현로86길 34 (역삼동지상1층),6223.0,강남목장,20200000000000.0,I,2018-08-31 23:59,한식,203494.5493,444239.8294,한식,12033187
영업,,15.97,135820,서울특별시 강남구 논현동 108 논현웰스톤 ,서울특별시 강남구 학동로43길 38 지하1층 B111호 (논현동 논현웰스톤),6059.0,강남구,20200000000000.0,I,2021-09-08 0:22,한식,203292.307,446247.5115,한식,1384506674
영업,02  418 3330,81.6,135838,서울특별시 강남구 대치동 651번지 여천빌딩 ,서울특별시 강남구 남부순환로 2909 여천빌딩 지상1층 101~102호 (대치동),6280.0,맛있는찬,20200000000000.0,I,2018-08-31 23:59,한식,205004.7797,443335.5182,한식,34159324
영업,2,129.37,135998,서울특별시 강남구 대치동 937-0번지 롯데백화점 지하1층 ,서울특별시 강남구 도곡로 401 (대치동롯데백화점 지하1층),6206.0,예촌,20100000000000.0,I,2018-08-31 23:59,한식,204669.5434,443873.6212,한식,36711736
영업,02 5678561,26.78,135509,서울특별시 강남구 삼성동 119-0번지 ,서울특별시 강남구 봉은사로 478 (삼성동),6154.0,사또족발,20100000000000.0,I,2018-08-31 23:59,한식,204598.7272,445594.5722,한식,37690344
영업,,333.49,135881,서울특별시 강남구 삼성동 162-23 화성빌딩 ,서울특별시 강남구 영동대로106길 33 화성빌딩 지하1층 (삼성동),6170.0,남도뷔페,20200000000000.0,U,2020-08-27 2:40,한식,205574.5487,445774.9411,한식,1463050343
영업,,75.21,135924,서울특별시 강남구 역삼동 736-51번지 ,서울특별시 강남구 논현로87길 15-4 2층 (역삼동),6236.0,강남 스테이(GANGNAM STAY),20200000000000.0,I,2018-08-31 23:59,한식,203064.3851,444133.3386,한식,32349600
영업,,40.0,135829,서울특별시 강남구 논현동 215-15 ,서울특별시 강남구 논현로124길 5 지상2층 201-11호 (논현동),6105.0,공주빙수,20200000000000.0,I,2021-12-04 0:22,한식,202766.247,445582.0189,한식,1727948099
영업,,150.0,135908,서울특별시 강남구 역삼동 619-30번지 지하1층 ,서울특별시 강남구 봉은사로18길 90 (역삼동지하1층),6129.0,매향이네주막,20200000000000.0,I,2018-08-31 23:59,한식,202379.9568,444295.9247,한식,-
영업,,19.8,135827,서울특별시 강남구 논현동 197-13번지 ,서울특별시 강남구 강남대로114길 32 지상1층 (논현동),6120.0,서희도시락,20200000000000.0,I,2020-01-16 0:23,한식,202312.8179,444900.554,한식,-
영업,,113.01,135921,서울특별시 강남구 역삼동 725-24번지 삼우빌딩 1층 ,서울특별시 강남구 논현로86길 32 (역삼동삼우빌딩 1층),6223.0,마구로젠,20200000000000.0,I,2018-08-31 23:59,한식,203475.255,444232.3569,한식,19885937
영업,02  555 7364,155.61,135915,서울특별시 강남구 역삼동 669-17 ,서울특별시 강남구 논현로94길 13 지상2층 (역삼동),6140.0,세광양대창역삼GS타워점,20200000000000.0,I,2021-06-18 0:22,한식,203235.0872,444492.9357,한식,1921593445
영업,02 5495500,191.39,135816,서울특별시 강남구 논현동 66-2번지 ,서울특별시 강남구 논현로150길 6 (논현동),6049.0,평양면옥,20200000000000.0,I,2018-08-31 23:59,한식,202507.4772,446303.2147,한식,11710893
영업,02 5666627,59.4,135850,서울특별시 강남구 대치동 974번지 대치현대아파트 ,서울특별시 강남구 삼성로64길 5 상가동 지하1층 113호 (대치동 대치현대아파트),6191.0,영동식당,20200000000000.0,U,2020-04-18 2:40,한식,205321.8433,444292.4118,한식,1920101209
영업,,80.0,135517,서울특별시 강남구 청담동 97-18번지 ,서울특별시 강남구 압구정로80길 19-1 지상1층 (청담동),6015.0,이공이공(2020),20200000000000.0,I,2020-02-14 0:23,한식,203929.1006,446920.4843,한식,11003298
영업,,62.88,135894,서울특별시 강남구 신사동 615-1번지 지상1층8 9호 ,서울특별시 강남구 압구정로 216 (신사동지상1층8 9호),6023.0,다미,20200000000000.0,I,2018-08-31 23:59,한식,202672.3791,447313.3622,한식,1699950477
영업,,47.0,135513,서울특별시 강남구 역삼동 704-4 ,서울특별시 강남구 테헤란로43길 28 지상1층 (역삼동),6148.0,우미돈,20200000000000.0,I,2022-03-20 0:22,한식,203838.7053,444756.854,한식,1965067575
영업,,122.31,135925,서울특별시 강남구 역삼동 747-24번지 해은빌딩 ,서울특별시 강남구 논현로 405 해은빌딩 지상1층 (역삼동),6247.0,담소 소사골 순대.육개장 역삼4호점,20200000000000.0,I,2019-12-07 0:23,한식,203352.6741,443782.0664,한식,1210374669
영업,,13.2,135818,서울특별시 강남구 논현동 83-20 ,서울특별시 강남구 학동로37길 23 지하1층 (논현동),6053.0,코코여성사우나,20200000000000.0,I,2021-01-07 0:23,한식,202962.7719,446064.8522,한식,1137940723
영업,,176.91,135909,서울특별시 강남구 역삼동 637-10 ,서울특별시 강남구 테헤란로19길 27 지상1층 (역삼동),6131.0,우륵,20200000000000.0,I,2022-02-13 0:22,한식,202835.8661,444395.4731,한식,1728016934
영업,,2.06,135829,서울특별시 강남구 논현동 215-15 ,서울특별시 강남구 논현로124길 5 지상2층 24호 (논현동),6105.0,본가삼겹살&차돌된장 논현점,20200000000000.0,U,2021-12-25 2:40,한식,202766.247,445582.0189,한식,-
영업,02  34430045,245.92,135896,서울특별시 강남구 신사동 644-5번지 신사청호빌딩 ,서울특별시 강남구 언주로170길 20 신사청호빌딩 지상1층 (신사동),6017.0,삼정하누 도산공원점,20200000000000.0,U,2020-05-29 2:40,한식,203040.7199,447158.2797,한식,1059959280
영업,,84.63,135513,서울특별시 강남구 역삼동 700-24번지 ,서울특별시 강남구 언주로94길 9-6 지상1층 (역삼동),6147.0,별족발(STAR JOKBAL),20200000000000.0,U,2019-04-14 2:40,한식,203746.9031,444724.0108,한식,-
영업,,181.13,135897,서울특별시 강남구 신사동 661-7번지 청록빌딩2층 ,서울특별시 강남구 압구정로54길 6 지상2층 (신사동 청록빌딩),6018.0,메밀마을,20200000000000.0,I,2018-08-31 23:59,한식,203422.5979,447256.0587,한식,30847286
영업,,152.04,135887,서울특별시 강남구 신사동 508 ,서울특별시 강남구 도산대로1길 36 지하1층 (신사동),6034.0,청자매운소돼지갈비찜,20200000000000.0,I,2021-10-20 0:22,한식,201670.6997,446319.62,한식,13147799
영업,,51.76,135934,서울특별시 강남구 역삼동 824-25번지 지하1층115호 ,서울특별시 강남구 강남대로84길 33 (역삼동지하1층115호),6233.0,서진식당,20200000000000.0,I,2018-08-31 23:59,한식,202681.3307,443931.0099,한식,34807654
영업,02  548 9433,80.94,135887,서울특별시 강남구 신사동 501 신사미타워 ,서울특별시 강남구 강남대로 616 신사미타워 1층 103호 (신사동),6035.0,카페 이날( I NAL),20200000000000.0,U,2021-09-16 2:40,한식,201677.9259,446068.4426,한식,-
영업,,40.04,135190,서울특별시 강남구 세곡동 587번지 ,서울특별시 강남구 헌릉로569길 9 지상1층 106호 (세곡동 강남 지웰파인즈),6376.0,본죽앤 비빔밥,20200000000000.0,U,2020-02-19 2:40,한식,208859.48,440518.11,한식,12972837
영업,,91.5,135935,서울특별시 강남구 역삼동 839-4번지 ,서울특별시 강남구 강남대로62길 30 지상1층 101호 (역삼동),6254.0,봉평착한메밀,20200000000000.0,I,2020-02-12 0:23,한식,202940.3345,443174.1945,한식,37491529
영업,02  543 9882,124.59,135915,서울특별시 강남구 역삼동 670-15번지 ,서울특별시 강남구 테헤란로27길 26 지상1층 (역삼동),6140.0,부산아지매국밥 GS타워점,20200000000000.0,I,2018-08-31 23:59,한식,203259.6354,444541.6041,한식,32537485
영업,2,50.96,135845,서울특별시 강남구 대치동 942-13 ,서울특별시 강남구 테헤란로82길 11 (대치동),6178.0,동인동,20200000000000.0,U,2021-11-19 2:40,한식,205070.0096,444892.6969,한식,1624525493
영업,,136.12,135825,서울특별시 강남구 논현동 165-16 호서빌딩,서울특별시 강남구 봉은사로1길 37 호서빌딩 지상3층 (논현동),6119.0,윈윈(Win Win),20200000000000.0,I,2021-12-06 23:05,한식,202051.1112,444990.887,,1444550972
영업,,144.0,135887,서울특별시 강남구 신사동 503-1번지 ,서울특별시 강남구 강남대로 640 지하1층 (신사동),6034.0,야키니쿠 규,20200000000000.0,I,2018-08-31 23:59,한식,201636.4078,446298.1308,한식,1697940428
영업,234461226,92.56,135868,서울특별시 강남구 삼성동 42-3번지 지하1층 ,서울특별시 강남구 봉은사로63길 12 (삼성동지하1층),6097.0,성공시대,20200000000000.0,I,2018-08-31 23:59,한식,204097.7728,445551.4508,한식,805441802
영업,,33.02,135826,서울특별시 강남구 논현동 191-3 ,서울특별시 강남구 논현로113길 12 지상1층 (논현동),6122.0,생선물은 고양이,20200000000000.0,I,2021-08-26 0:22,한식,202781.4206,445147.5071,한식,1721394256
영업,,99.96,135984,서울특별시 강남구 역삼동 737 강남파이낸스센터 ,서울특별시 강남구 테헤란로 152 지하1층 (역삼동 강남파이낸스센터),6236.0,한옥집 김치찜 GFC몰점,20200000000000.0,U,2022-02-08 2:40,한식,203169.2233,444178.3573,한식,1155739413
영업,,174.33,135513,서울특별시 강남구 역삼동 700-32번지 ,서울특별시 강남구 언주로94길 15 지상1층 (역삼동),6147.0,제주삼육돈,20200000000000.0,U,2019-08-31 2:40,한식,203774.0865,444696.5778,한식,-
영업,,54.6,135939,서울특별시 강남구 개포동 14-1 대청프라자 ,서울특별시 강남구 개포로109길 34 지하1층 비115116117호 (개포동),6336.0,자매바지락칼국수,20200000000000.0,U,2020-08-29 2:40,한식,206794.1448,443559.6179,한식,-
영업,02 4587408,71.22,135090,서울특별시 강남구 삼성동 159-9번지 도심공항타워 지하1층6호 ,,,고운님,20000000000000.0,I,2018-08-31 23:59,한식,205259.5276,445361.9371,한식,19792920
영업,,27.0,135886,서울특별시 강남구 수서동 736-0번지 신동아상가 지하1층4호 ,서울특별시 강남구 광평로47길 17 (수서동신동아상가 지하1층4호),6352.0,솔잎,20100000000000.0,I,2018-08-31 23:59,한식,208636.6798,442768.4857,한식,1975059025
영업,02  515 9255,52.08,135833,서울특별시 강남구 논현동 277-1번지 ,서울특별시 강남구 선릉로111길 43 (논현동),6103.0,나향반점,20200000000000.0,U,2019-06-23 2:40,한식,203474.305,445297.995,한식,1311241822
영업,02 5164840,194.88,135873,서울특별시 강남구 삼성동 107-4번지 지상1층 ,서울특별시 강남구 영동대로112길 6 (삼성동지상1층),6083.0,본가 신의주 찹쌀순대,20200000000000.0,I,2018-08-31 23:59,한식,205297.0889,445851.2255,한식,32259536
영업,02 5917368,91.08,135513,서울특별시 강남구 역삼동 704-18번지 ,서울특별시 강남구 언주로98길 35 (역삼동),6148.0,석기정,20200000000000.0,I,2018-08-31 23:59,한식,203876.7236,444729.5882,한식,21043868
영업,,14.38,135509,서울특별시 강남구 삼성동 119-9 케이빌딩 ,서울특별시 강남구 삼성로 571 케이빌딩 지하1층 6호 (삼성동),6154.0,엄마의 부엌,20200000000000.0,I,2021-03-05 0:23,한식,204639.1348,445571.7953,한식,1096027086
영업,,88.65,135880,서울특별시 강남구 삼성동 158-4번지 두산위브센티움 지상1층 105호,서울특별시 강남구 테헤란로83길 14 지상1층 105호 (삼성동 두산위브센티움),6169.0,삼성이향숯불갈비,20200000000000.0,I,2018-08-31 23:59,한식,205048.4068,445141.2451,한식,38780474
영업,,195.03,135913,서울특별시 강남구 역삼동 652-6 ,서울특별시 강남구 봉은사로38길 4 지상1층 (역삼동),6135.0,나능이,20200000000000.0,U,2022-03-12 2:40,한식,203215.6571,445075.7666,한식,1574481586
영업,,82.64,135931,서울특별시 강남구 역삼동 813-16 지상1층 ,서울특별시 강남구 봉은사로2길 37 (역삼동지상1층),6123.0,호와당,20200000000000.0,U,2022-01-07 2:40,한식,202281.8712,444447.919,한식,1147842682
영업,,42.97,135924,서울특별시 강남구 역삼동 736-24 지하1층 102호 ,서울특별시 강남구 테헤란로20길 19 (역삼동지하1층 102호),6236.0,영상 음식점,20200000000000.0,U,2020-09-25 2:40,한식,203028.8772,444037.7188,한식,1061813901
영업,02  548 7333,206.93,135830,서울특별시 강남구 논현동 231-7번지 지하1층 ,서울특별시 강남구 언주로113길 8 (논현동지하1층),6108.0,어미향,20200000000000.0,I,2018-08-31 23:59,한식,203170.8858,445262.5024,한식,13538243
영업,02 5554735,82.65,135875,서울특별시 강남구 삼성동 127-13번지 지상2층 ,서울특별시 강남구 삼성로 547 (삼성동지상2층),6156.0,포항물회,20100000000000.0,I,2018-08-31 23:59,한식,204734.6216,445348.684,한식,1963338839
