개방자치단체코드,관리번호,인허가일자,인허가취소일자,영업상태코드,영업상태명,상세영업상태코드,상세영업상태명,폐업일자,휴업시작일자,휴업종료일자,재개업일자,전화번호,소재지면적,소재지우편번호,지번주소,도로명주소,도로명우편번호,사업장명,최종수정일자,데이터갱신구분,데이터갱신일자,업태구분명,좌표정보(X),좌표정보(Y),위생업태명,남성종사자수,여성종사자수,영업장주변구분명,등급구분명,급수시설구분명,총인원,본사종업원수,공장사무직종업원수,공장판매직종업원수,공장생산직종업원수,건물소유구분명,보증액,월세액,다중이용업소여부,시설총규모,전통업소지정번호,전통업소주된음식,홈페이지
3190000,3190000-101-1990-00550,19940121,,3,폐업,2,폐업,19970923,,,,02 5374148,34.71,156816,서울특별시 동작구 사당동 145-25번지 ,,,버드나무,2.00201E+13,I,2018-08-31 23:59,한식,198282.1348,442666.7475,한식,1,1,주택가주변,지도,상수도전용,,,,,,,,,N,34.71,,,
3190000,3190000-101-1990-00563,19940117,,3,폐업,2,폐업,19971203,,,,02 5827007,72.25,156824,서울특별시 동작구 사당동 1006-1번지 ,,,이조갈비,2.00201E+13,I,2018-08-31 23:59,한식,198137.5349,442441.6733,한식,1,3,주택가주변,기타,상수도전용,,,,,,,,,N,72.25,,,
3190000,3190000-101-1990-00612,19900926,,3,폐업,2,폐업,19950522,,,,02 8125031,39,156801,서울특별시 동작구 노량진동 120-1번지 ,,,전주식당,2.00109E+13,I,2018-08-31 23:59,한식,195014.9809,445444.9494,한식,1,1,주택가주변,기타,상수도전용,,,,,,,,,N,39,,,
3190000,3190000-101-1990-00659,19901222,,3,폐업,2,폐업,19970429,,,,02 8178598,335.85,156832,서울특별시 동작구 상도동 363-164번지 ,,,귀빈가든,2.00109E+13,I,2018-08-31 23:59,한식,194443.2098,444754.2362,한식,3,5,결혼예식장주변,기타,상수도전용,,,,,,,,,N,335.85,,,
3190000,3190000-101-1990-00670,19931012,,3,폐업,2,폐업,19970403,,,,02 8137439,24.14,156030,서울특별시 동작구 상도동 산 58-34번지 ,,,이고래집식당,2.00201E+13,I,2018-08-31 23:59,한식,,,한식,0,0,주택가주변,기타,상수도전용,,,,,,,,,N,24.14,,,
3190000,3190000-101-1990-00684,19901025,,3,폐업,2,폐업,20110922,,,,02 5835794,180.11,156826,서울특별시 동작구 사당동 1031-36번지 ,,,평양덜덜이냉면,2.01004E+13,I,2018-08-31 23:59,한식,198284.6568,441959.3028,한식,0,0,주택가주변,기타,상수도전용,,,,,,,,,N,180.11,,,
3190000,3190000-101-1990-00687,19900402,,3,폐업,2,폐업,19951031,,,,02 8458545,28.67,156848,서울특별시 동작구 신대방동 362-33번지 ,,,백진주,2.00109E+13,I,2018-08-31 23:59,한식,193279.8302,444044.8914,한식,0,0,주택가주변,기타,상수도전용,,,,,,,,,N,28.67,,,
3190000,3190000-101-1990-00690,19930909,,1,영업/정상,1,영업,,,,,02 8146511,99.28,156813,서울특별시 동작구 본동 400-0번지 ,서울특별시 동작구 노량진로 228 (본동),6916,청기와숯불갈비,2.01102E+13,I,2018-08-31 23:59,한식,195625.0238,445584.3243,한식,0,0,기타,기타,상수도전용,,,,,,,,,N,99.28,,,
3190000,3190000-101-1990-00712,19900306,,1,영업/정상,1,영업,,,,,02 8127745,44.8,156030,서울특별시 동작구 상도동 504-6 ,서울특별시 동작구 상도로61길 34 (상도동),7027,고향삼계탕,2.02012E+13,U,2020-12-12 2:40,한식,196110.2903,443620.9155,한식,0,0,주택가주변,기타,상수도전용,,,,,,,,,N,44.8,,,
3190000,3190000-101-1990-01937,19900920,,3,폐업,2,폐업,19951031,,,,02   00000,131.03,156879,서울특별시 동작구 사당동 190-41번지 ,,,마이홈,2.00109E+13,I,2018-08-31 23:59,전통찻집,,,전통찻집,2,1,주택가주변,기타,상수도전용,,,,,,,,,N,131.03,,,
3190000,3190000-101-1990-01938,19901117,,3,폐업,2,폐업,19951031,,,,02 8153143,94.8,156879,서울특별시 동작구 사당동 190-41번지 ,,,학연,2.00109E+13,I,2018-08-31 23:59,전통찻집,,,전통찻집,1,1,주택가주변,기타,상수도전용,,,,,,,,,N,94.8,,,
3190000,3190000-101-1990-01954,19901024,,3,폐업,2,폐업,19940418,,,,02 8434758,94.92,156839,서울특별시 동작구 상도동 328-9번지 ,,,성대,2.00109E+13,I,2018-08-31 23:59,전통찻집,193823.5896,444223.6399,전통찻집,1,1,주택가주변,기타,상수도전용,,,,,,,,,N,94.92,,,
3190000,3190000-101-1990-01962,19900131,,3,폐업,2,폐업,19951031,,,,02 5939911,52.45,156817,서울특별시 동작구 사당동 152-2번지 ,,,수영다방,2.00109E+13,I,2018-08-31 23:59,전통찻집,198024.6679,442473.6244,전통찻집,0,0,주택가주변,기타,상수도전용,,,,,,,,,N,52.45,,,
3190000,3190000-101-1990-01963,19900412,,3,폐업,2,폐업,19951031,,,,02 5830896,91.23,156826,서울특별시 동작구 사당동 1030-20번지 ,,,대화,2.00109E+13,I,2018-08-31 23:59,전통찻집,198279.2662,442017.9251,전통찻집,0,2,주택가주변,기타,상수도전용,,,,,,,,,N,91.23,,,
3190000,3190000-101-1990-01964,19900413,,3,폐업,2,폐업,19951031,,,,02 8133547,21.38,156879,서울특별시 동작구 사당동 190-18번지 ,,,커피-아리아,2.00109E+13,I,2018-08-31 23:59,전통찻집,,,전통찻집,1,2,주택가주변,기타,상수도전용,,,,,,,,,N,21.38,,,
3190000,3190000-101-1990-01965,19900706,,3,폐업,2,폐업,19951031,,,,02 5827104,92.05,156826,서울특별시 동작구 사당동 1031-1번지 ,,,궁전다방,2.00109E+13,I,2018-08-31 23:59,전통찻집,198248.0023,441959.7532,전통찻집,0,4,주택가주변,기타,상수도전용,,,,,,,,,N,92.05,,,
3190000,3190000-101-1990-01966,19900719,,3,폐업,2,폐업,19951031,,,,02   00000,48.5,156030,서울특별시 동작구 상도동 113-5번지 ,,,소낙비,2.00109E+13,I,2018-08-31 23:59,전통찻집,,,전통찻집,0,3,주택가주변,기타,상수도전용,,,,,,,,,N,48.5,,,
3190000,3190000-101-1990-01967,19900720,,3,폐업,2,폐업,19951031,,,,02   00000,76.56,156030,서울특별시 동작구 상도동 392-0번지 ,,,선,2.00109E+13,I,2018-08-31 23:59,전통찻집,,,전통찻집,1,1,주택가주변,기타,상수도전용,,,,,,,,,N,76.56,,,
3190000,3190000-101-1990-01968,19900731,,3,폐업,2,폐업,19951031,,,,02 5822150,15.56,156827,서울특별시 동작구 사당동 1046-13번지 ,,,실버다방,2.00109E+13,I,2018-08-31 23:59,전통찻집,197939.7974,441638.2737,전통찻집,0,2,주택가주변,기타,상수도전용,,,,,,,,,N,15.56,,,
3190000,3190000-101-1990-01969,19900824,,3,폐업,2,폐업,19951031,,,,02 8442828,50.15,156852,서울특별시 동작구 신대방동 591-4번지 ,,,이팔라방,2.00109E+13,I,2018-08-31 23:59,전통찻집,191813.0506,443163.2788,전통찻집,0,0,주택가주변,기타,상수도전용,,,,,,,,,N,50.15,,,
3190000,3190000-101-1990-01970,19900907,,3,폐업,2,폐업,19940902,,,,02   00000,27.8,156801,서울특별시 동작구 노량진동 119-4번지 ,,,미로커피숍,2.00109E+13,I,2018-08-31 23:59,전통찻집,194982.0037,445531.9257,전통찻집,0,2,주택가주변,기타,상수도전용,,,,,,,,,N,27.8,,,
3190000,3190000-101-1990-01987,19901120,,3,폐업,2,폐업,19940413,,,,02 8134482,55,156030,서울특별시 동작구 상도동 759-0번지 ,,,약속,2.00109E+13,I,2018-08-31 23:59,전통찻집,,,전통찻집,0,2,주택가주변,기타,상수도전용,,,,,,,,,N,55,,,
3190000,3190000-101-1990-02031,19900404,,3,폐업,2,폐업,19940504,,,,02 8130719,54.68,156803,서울특별시 동작구 노량진동 233-12번지 ,,,모아,2.00109E+13,I,2018-08-31 23:59,전통찻집,194621.9765,445308.1055,전통찻집,0,2,주택가주변,기타,상수도전용,,,,,,,,,N,54.68,,,
3190000,3190000-101-1990-02042,19900123,,3,폐업,2,폐업,19951031,,,,02 8327979,31.3,156834,서울특별시 동작구 상도1동 325-8번지 ,,,우리,2.00109E+13,I,2018-08-31 23:59,전통찻집,195719.2869,444539.1493,전통찻집,0,3,주택가주변,기타,상수도전용,,,,,,,,,N,31.3,,,
3190000,3190000-101-1990-02043,19900215,,3,폐업,2,폐업,19940421,,,,02 8448690,61.3,156853,서울특별시 동작구 신대방동 618-17번지 ,,,광장,2.00109E+13,I,2018-08-31 23:59,전통찻집,192202.6351,442854.8087,전통찻집,0,2,주택가주변,기타,상수도전용,,,,,,,,,N,61.3,,,
3190000,3190000-101-1990-02045,19900327,,3,폐업,2,폐업,19951031,,,,02 8126166,70.8,156831,서울특별시 동작구 상도동 26-36번지 ,,,남부,2.00109E+13,I,2018-08-31 23:59,전통찻집,194808.1416,444760.2278,전통찻집,1,2,주택가주변,기타,상수도전용,,,,,,,,,N,70.8,,,
3190000,3190000-101-1990-02047,19900906,,3,폐업,2,폐업,19940913,,,,02 8472298,58.13,156847,서울특별시 동작구 신대방동 344-39번지 ,,,갈채,2.00109E+13,I,2018-08-31 23:59,전통찻집,193499.5557,443704.0407,전통찻집,0,2,주택가주변,기타,상수도전용,,,,,,,,,N,58.13,,,
3190000,3190000-101-1990-02050,19900214,,3,폐업,2,폐업,19940510,,,,02 8132544,63.7,156861,서울특별시 동작구 흑석동 190-35번지 ,,,회색노트,2.00109E+13,I,2018-08-31 23:59,전통찻집,196369.1937,445039.6195,전통찻집,1,3,주택가주변,기타,상수도전용,,,,,,,,,N,63.7,,,
3190000,3190000-101-1990-02056,19900529,,3,폐업,2,폐업,19951031,,,,02 8151673,71.94,156800,서울특별시 동작구 노량진동 90-1번지 ,,,티포투,2.00109E+13,I,2018-08-31 23:59,전통찻집,194977.0256,445592.3411,전통찻집,1,2,주택가주변,기타,상수도전용,,,,,,,,,N,71.94,,,
3190000,3190000-101-1990-02063,19901116,,3,폐업,2,폐업,19940411,,,,02 8156349,97.7,156030,서울특별시 동작구 상도동 391-0번지 ,,,대왕다방,2.00109E+13,I,2018-08-31 23:59,전통찻집,,,전통찻집,0,2,주택가주변,기타,상수도전용,,,,,,,,,N,97.7,,,
3190000,3190000-101-1990-02067,19901231,,3,폐업,2,폐업,19951031,,,,02 8154148,51.95,156813,서울특별시 동작구 본동 379-22번지 ,,,로마,2.00109E+13,I,2018-08-31 23:59,전통찻집,195492.5116,445593.9764,전통찻집,0,2,주택가주변,기타,상수도전용,,,,,,,,,N,51.95,,,
3190000,3190000-101-1990-02075,19900224,,3,폐업,2,폐업,19951031,,,,02 8141700,107.96,156811,서울특별시 동작구 대방동 396-5번지 ,,,영남,2.00109E+13,I,2018-08-31 23:59,전통찻집,193232.133,444206.3312,전통찻집,0,3,주택가주변,기타,상수도전용,,,,,,,,,N,107.96,,,
3190000,3190000-101-1990-02079,19901023,,3,폐업,2,폐업,19951031,,,,02 5833231,109.15,156826,서울특별시 동작구 사당동 1031-29번지 ,,,돌,2.00109E+13,I,2018-08-31 23:59,전통찻집,198276.2295,441859.0703,전통찻집,0,0,주택가주변,기타,상수도전용,,,,,,,,,N,109.15,,,
3190000,3190000-101-1990-02089,19900608,,3,폐업,2,폐업,19940616,,,,02 8135533,37.75,156803,서울특별시 동작구 노량진동 231-28번지 ,,,목마다실,2.00109E+13,I,2018-08-31 23:59,전통찻집,194618.6252,445299.7402,전통찻집,1,3,주택가주변,기타,상수도전용,,,,,,,,,N,37.75,,,
3190000,3190000-101-1990-02090,19900702,,3,폐업,2,폐업,19951031,,,,02 5820991,67.01,156823,서울특별시 동작구 사당동 318-13번지 ,,,영,2.00109E+13,I,2018-08-31 23:59,전통찻집,197629.4775,442303.757,전통찻집,1,2,주택가주변,기타,상수도전용,,,,,,,,,N,67.01,,,
3190000,3190000-101-1990-02103,19900607,,3,폐업,2,폐업,19940414,,,,02 8329617,45.26,156847,서울특별시 동작구 신대방동 344-258번지 ,,,우주다방,2.00109E+13,I,2018-08-31 23:59,전통찻집,193487.1891,443642.0249,전통찻집,1,3,주택가주변,기타,상수도전용,,,,,,,,,N,45.26,,,
3190000,3190000-101-1990-02104,19901030,,3,폐업,2,폐업,19940608,,,,02 8899148,60.7,156800,서울특별시 동작구 노량진동 27-11번지 ,,,솔다방,2.00109E+13,I,2018-08-31 23:59,전통찻집,194271.3452,445647.06,전통찻집,0,3,주택가주변,기타,상수도전용,,,,,,,,,N,60.7,,,
3190000,3190000-101-1990-02105,19900724,,3,폐업,2,폐업,19940608,,,,02 8144141,51.9,156803,서울특별시 동작구 노량진동 240-25번지 ,,,호수,2.00109E+13,I,2018-08-31 23:59,전통찻집,194588.4968,445500.2747,전통찻집,0,3,주택가주변,기타,상수도전용,,,,,,,,,N,51.9,,,
3190000,3190000-101-1990-02112,19901106,,3,폐업,2,폐업,19951031,,,,02 5831619,73.03,156823,서울특별시 동작구 사당동 321-114번지 ,,,광일,2.00109E+13,I,2018-08-31 23:59,전통찻집,197790.5567,442326.1747,전통찻집,1,3,주택가주변,기타,상수도전용,,,,,,,,,N,73.03,,,
3190000,3190000-101-1990-02120,19900925,,3,폐업,2,폐업,19940421,,,,02 8146548,84.55,156810,서울특별시 동작구 대방동 386-27번지 ,,,정다방,2.00109E+13,I,2018-08-31 23:59,전통찻집,193118.1172,444662.9394,전통찻집,0,3,주택가주변,기타,상수도전용,,,,,,,,,N,84.55,,,
3190000,3190000-101-1990-02129,19900507,,3,폐업,2,폐업,19940504,,,,02 8150220,100.53,156857,서울특별시 동작구 흑석동 52-5번지 ,,,센,2.00109E+13,I,2018-08-31 23:59,전통찻집,196674.2944,445019.4251,전통찻집,3,1,주택가주변,기타,상수도전용,,,,,,,,,N,100.53,,,
3190000,3190000-101-1990-02139,19900913,,3,폐업,2,폐업,19951031,,,,02 8423047,24.83,156832,서울특별시 동작구 상도동 368-6번지 ,,,죽산,2.00109E+13,I,2018-08-31 23:59,전통찻집,194531.5037,444694.3847,전통찻집,1,3,주택가주변,기타,상수도전용,,,,,,,,,N,24.83,,,
3190000,3190000-101-1990-02142,19901231,,3,폐업,2,폐업,19940101,,,,02 8153792,72.28,156801,서울특별시 동작구 노량진동 119-158번지 ,,,연지,2.00109E+13,I,2018-08-31 23:59,전통찻집,195020.6392,445487.7884,전통찻집,1,2,주택가주변,기타,상수도전용,,,,,,,,,N,72.28,,,
3190000,3190000-101-1990-02146,19900403,,3,폐업,2,폐업,19940101,,,,02 8158409,92.64,156813,서울특별시 동작구 본동 389-3번지 ,,,화이트커피숍,2.00109E+13,I,2018-08-31 23:59,전통찻집,,,전통찻집,1,2,주택가주변,기타,상수도전용,,,,,,,,,N,92.64,,,
3190000,3190000-101-1990-02148,19901108,,3,폐업,2,폐업,19940101,,,,02 8134661,122.25,156832,서울특별시 동작구 상도동 372-1번지 ,,,장성,2.00109E+13,I,2018-08-31 23:59,전통찻집,194635.2442,444750.1692,전통찻집,1,2,주택가주변,기타,상수도전용,,,,,,,,,N,122.25,,,
3190000,3190000-101-1990-02152,19900425,,3,폐업,2,폐업,19940504,,,,02 8159933,109.44,156877,서울특별시 동작구 흑석동 6-5번지 ,,,한일,2.00109E+13,I,2018-08-31 23:59,전통찻집,196748.112,445093.0709,전통찻집,1,3,주택가주변,기타,상수도(음용)지하수(주방용)겸용,,,,,,,,,N,109.44,,,
3190000,3190000-101-1990-02154,19901130,,3,폐업,2,폐업,19951031,,,,02 8130066,76.27,156860,서울특별시 동작구 흑석동 143-11번지 ,,,흑,2.00109E+13,I,2018-08-31 23:59,전통찻집,,,전통찻집,0,3,주택가주변,기타,상수도전용,,,,,,,,,N,76.27,,,
3190000,3190000-101-1990-02173,19900418,,3,폐업,2,폐업,19951031,,,,02 8135188,131.89,156800,서울특별시 동작구 노량진동 28-6번지 ,,,금성,2.00109E+13,I,2018-08-31 23:59,전통찻집,194256.8648,445650.1731,전통찻집,1,3,주택가주변,기타,상수도전용,,,,,,,,,N,131.89,,,
3190000,3190000-101-1990-02440,19900406,,3,폐업,2,폐업,20051010,,,,02 8331229,17.2,156853,서울특별시 동작구 신대방동 607-56번지 ,,,동네호프,2.0031E+13,I,2018-08-31 23:59,정종/대포집/소주방,191863.1758,443085.4296,정종/대포집/소주방,1,2,주택가주변,기타,상수도전용,,,,,,,,,N,17.2,,,
3190000,3190000-101-1990-02471,19900111,,3,폐업,2,폐업,20010531,,,,2,20.52,156803,서울특별시 동작구 노량진동 240-1번지 ,,,마시왕,2.00105E+13,I,2018-08-31 23:59,정종/대포집/소주방,194627.3383,445504.611,정종/대포집/소주방,0,2,주택가주변,기타,상수도전용,,,,,,,,,N,20.52,,,
3190000,3190000-101-1990-02533,19930827,,3,폐업,2,폐업,19941208,,,,208159226,70.5,156030,서울특별시 동작구 상도동 산 58-39번지 ,,,어린왕자,2.00201E+13,I,2018-08-31 23:59,한식,,,한식,1,2,주택가주변,지도,상수도전용,,,,,,,,,N,70.5,,,
3190000,3190000-101-1990-02636,19900922,,3,폐업,2,폐업,19951031,,,,02   00000,20.79,156090,서울특별시 동작구 사당동 9-77번지 ,,,맥시칸양념치킨,2.00109E+13,I,2018-08-31 23:59,분식,,,분식,1,1,주택가주변,기타,상수도전용,,,,,,,,,N,20.79,,,
3190000,3190000-101-1990-02637,19900922,,3,폐업,2,폐업,19951031,,,,02 5321633,36.54,156824,서울특별시 동작구 사당동 708-630번지 ,,,멕시칸치킨,2.00109E+13,I,2018-08-31 23:59,분식,198082.8253,442522.3875,분식,1,1,주택가주변,기타,상수도전용,,,,,,,,,N,36.54,,,
3190000,3190000-101-1990-02638,19901119,,3,폐업,2,폐업,19941224,,,,208171819,20.4,156848,서울특별시 동작구 신대방동 362-25번지 ,,,이서방양념치킨,2.00201E+13,I,2018-08-31 23:59,분식,193273.1106,444035.6858,분식,0,1,주택가주변,기타,상수도전용,,,,,,,,,N,20.4,,,
3190000,3190000-101-1990-02639,19901121,,3,폐업,2,폐업,19921207,,,,208326517,19.22,156854,서울특별시 동작구 신대방동 688-1번지 ,,,이서방치킨,2.00201E+13,I,2018-08-31 23:59,분식,191808.6772,442924.2421,분식,0,1,주택가주변,기타,상수도전용,,,,,,,,,N,19.22,,,
3190000,3190000-101-1990-02641,19901205,,3,폐업,2,폐업,19951031,,,,02   00000,21.25,156815,서울특별시 동작구 사당동 79-9번지 ,,,멕켄치킨사당점,2.00109E+13,I,2018-08-31 23:59,분식,,,분식,0,1,주택가주변,기타,상수도전용,,,,,,,,,N,21.25,,,
3190000,3190000-101-1990-02642,19901218,,3,폐업,2,폐업,19931022,,,,208159242,24.85,156847,서울특별시 동작구 신대방동 349-6번지 ,,,꼬랑꼬치,2.00201E+13,I,2018-08-31 23:59,분식,193533.38,444011.3229,분식,0,1,주택가주변,기타,상수도전용,,,,,,,,,N,24.85,,,
3190000,3190000-101-1990-02643,19901228,,3,폐업,2,폐업,19920508,,,,208148092,29.04,156030,서울특별시 동작구 상도동 0번지 ,,,코끼리분식,2.00201E+13,I,2018-08-31 23:59,분식,,,분식,0,2,기타,기타,상수도전용,,,,,,,,,N,29.04,,,
3190000,3190000-101-1990-02652,19900427,,3,폐업,2,폐업,19951031,,,,02 8489151,32.8,156839,서울특별시 동작구 상도동 346-9번지 ,,,페리카나체인점,2.00201E+13,I,2018-08-31 23:59,분식,193955.0378,444238.3436,분식,1,1,주택가주변,지도,상수도전용,,,,,,,,,N,32.8,,,
3190000,3190000-101-1990-02653,19900430,,3,폐업,2,폐업,19920518,,,,208146268,12.8,156800,서울특별시 동작구 노량진동 45-9번지 ,,,우신다방,2.00201E+13,I,2018-08-31 23:59,분식,194628.5408,445639.8693,분식,1,1,기타,지도,상수도전용,,,,,,,,,N,12.8,,,
3190000,3190000-101-1990-02654,19900501,,3,폐업,2,폐업,19920312,,,,208475515,19.72,156839,서울특별시 동작구 상도동 347-9번지 ,,,돌핀스양념통닭,2.00201E+13,I,2018-08-31 23:59,분식,194023.6712,444316.0678,분식,0,0,주택가주변,지도,상수도전용,,,,,,,,,N,19.72,,,
3190000,3190000-101-1990-02655,19900518,,3,폐업,2,폐업,19940217,,,,02 8171714,11.43,156857,서울특별시 동작구 흑석동 28-1번지 ,,,치킨가든,2.00201E+13,I,2018-08-31 23:59,분식,197399.7596,444898.2455,분식,0,1,아파트지역,지도,상수도전용,,,,,,,,,N,11.43,,,
3190000,3190000-101-1990-02656,19900518,,3,폐업,2,폐업,19951031,,,,02 5830003,46.23,156826,서울특별시 동작구 사당동 1030-13번지 ,,,멕켄치킨,2.00201E+13,I,2018-08-31 23:59,분식,198276.0992,441987.3937,분식,0,2,주택가주변,지도,상수도전용,,,,,,,,,N,46.23,,,
3190000,3190000-101-1990-02657,19900523,,3,폐업,2,폐업,19920124,,,,201298800,21.65,156815,서울특별시 동작구 사당동 91-195번지 ,,,처가집양념통닭,2.00201E+13,I,2018-08-31 23:59,분식,198198.4529,442921.3748,분식,0,1,주택가주변,지도,상수도전용,,,,,,,,,N,21.65,,,
3190000,3190000-101-1990-02658,19900523,,3,폐업,2,폐업,19930901,,,,02 5215483,87.98,156826,서울특별시 동작구 사당동 1031-37번지 ,,,초야식당,2.00201E+13,I,2018-08-31 23:59,분식,198277.9091,441969.6268,분식,1,1,주택가주변,지도,상수도전용,,,,,,,,,N,87.98,,,
3190000,3190000-101-1990-02659,19900524,,3,폐업,2,폐업,19951031,,,,02 8179887,26.4,156832,서울특별시 동작구 상도동 368-50번지 ,,,멕켄치킨,2.00201E+13,I,2018-08-31 23:59,분식,194574.5977,444689.1503,분식,0,1,주택가주변,지도,상수도전용,,,,,,,,,N,26.4,,,
3190000,3190000-101-1990-02660,19900605,,3,폐업,2,폐업,19951031,,,,02 8461073,14.96,156844,서울특별시 동작구 상도동 259-41번지 ,,,돌핀스,2.00201E+13,I,2018-08-31 23:59,분식,194132.7337,443909.975,분식,0,1,주택가주변,지도,상수도전용,,,,,,,,,N,14.96,,,
3190000,3190000-101-1990-02661,19900605,,3,폐업,2,폐업,19951031,,,,02 8462626,27.88,156844,서울특별시 동작구 상도동 256-36번지 ,,,진전기통닭,2.00201E+13,I,2018-08-31 23:59,분식,194020.5078,444096.4594,분식,0,1,주택가주변,지도,상수도전용,,,,,,,,,N,27.88,,,
3190000,3190000-101-1990-02662,19900621,,3,폐업,2,폐업,19930422,,,,205911548,18.15,156090,서울특별시 동작구 사당동 42-4번지 ,,,이서방치킨,2.00201E+13,I,2018-08-31 23:59,분식,198226.1211,443235.5419,분식,1,1,주택가주변,지도,상수도전용,,,,,,,,,N,18.15,,,
3190000,3190000-101-1990-02663,19900621,,3,폐업,2,폐업,19951031,,,,02 5848215,25.16,156826,서울특별시 동작구 사당동 1031-1번지 ,,,꼬꼬방,2.00201E+13,I,2018-08-31 23:59,분식,198248.0023,441959.7532,분식,1,1,주택가주변,지도,상수도전용,,,,,,,,,N,25.16,,,
3190000,3190000-101-1990-02664,19900625,,3,폐업,2,폐업,19930430,,,,208121351,14.5,156031,서울특별시 동작구 상도1동 298-0번지 ,,,골목식당,2.00109E+13,I,2018-08-31 23:59,분식,,,분식,1,0,주택가주변,지도,상수도전용,,,,,,,,,N,14.5,,,
3190000,3190000-101-1990-02665,19900709,,3,폐업,2,폐업,19951031,,,,02 5214714,27.36,156826,서울특별시 동작구 사당동 1033-22번지 ,,,몽실통실,2.00201E+13,I,2018-08-31 23:59,분식,198158.4814,441888.1411,분식,0,1,주택가주변,지도,상수도전용,,,,,,,,,N,27.36,,,
3190000,3190000-101-1990-02666,19900802,,3,폐업,2,폐업,19930226,,,,200000000,20.3,156840,서울특별시 동작구 상도동 188-29번지 ,,,이서방양념치킨,2.00109E+13,I,2018-08-31 23:59,분식,194403.6973,444303.4755,분식,0,1,주택가주변,기타,상수도전용,,,,,,,,,N,20.3,,,
3190000,3190000-101-1990-02667,19900806,,3,폐업,2,폐업,19941101,,,,200000000,47.2,156030,서울특별시 동작구 상도동 103-5번지 ,,,백마분식,2.00109E+13,I,2018-08-31 23:59,분식,,,분식,1,1,주택가주변,기타,상수도전용,,,,,,,,,N,47.2,,,
3190000,3190000-101-1990-02668,19900810,,3,폐업,2,폐업,19930518,,,,200000000,26.3,156839,서울특별시 동작구 상도동 324-42번지 ,,,멕켄치킨,2.00109E+13,I,2018-08-31 23:59,분식,193771.4608,444105.9572,분식,0,0,주택가주변,기타,상수도전용,,,,,,,,,N,26.3,,,
3190000,3190000-101-1990-02669,19900112,,3,폐업,2,폐업,19940117,,,,208178021,12,156811,서울특별시 동작구 대방동 399-2번지 ,,,산까치,2.00109E+13,I,2018-08-31 23:59,분식,,,분식,0,1,주택가주변,지도,상수도전용,,,,,,,,,N,12,,,
3190000,3190000-101-1990-02670,19900112,,3,폐업,2,폐업,19911102,,,,02 8179887,12.53,156848,서울특별시 동작구 신대방동 375-15번지 ,,,밀실칼국수,2.00201E+13,I,2018-08-31 23:59,분식,192863.848,443929.9108,분식,1,0,주택가주변,지도,상수도전용,,,,,,,,,N,12.53,,,
3190000,3190000-101-1990-02671,19900112,,3,폐업,2,폐업,19930409,,,,205835303,24.32,156821,서울특별시 동작구 사당동 266-20번지 ,,,북경식당,2.00201E+13,I,2018-08-31 23:59,분식,197555.867,442307.9624,분식,1,1,주택가주변,지도,상수도전용,,,,,,,,,N,24.32,,,
3190000,3190000-101-1990-02672,19900113,,3,폐업,2,폐업,19920312,,,,208172525,23.1,156030,서울특별시 동작구 상도동 0번지 ,,,공간키킨,2.00201E+13,I,2018-08-31 23:59,분식,,,분식,1,1,주택가주변,지도,상수도전용,,,,,,,,,N,23.1,,,
3190000,3190000-101-1990-02673,19900123,,3,폐업,2,폐업,19930430,,,,208179254,34.21,156831,서울특별시 동작구 상도동 34-8번지 ,,,멕켐치킨상도대리점,2.00201E+13,I,2018-08-31 23:59,분식,195182.8059,444691.5736,분식,1,1,주택가주변,지도,상수도전용,,,,,,,,,N,34.21,,,
3190000,3190000-101-1990-02674,19900129,,3,폐업,2,폐업,19920402,,,,02 8888888,17.1,156813,서울특별시 동작구 본동 435-0번지 ,,,용쏘스키킨,2.00109E+13,I,2018-08-31 23:59,분식,195566.8994,445459.8379,분식,0,1,주택가주변,지도,상수도전용,,,,,,,,,N,17.1,,,
3190000,3190000-101-1990-02675,19900201,,3,폐업,2,폐업,19941224,,,,208122417,18.7,156801,서울특별시 동작구 노량진동 158-18번지 ,,,골드빌라양념통닭,2.00201E+13,I,2018-08-31 23:59,분식,,,분식,1,1,기타,지도,상수도전용,,,,,,,,,N,18.7,,,
3190000,3190000-101-1990-02676,19900201,,3,폐업,2,폐업,19941224,,,,208173521,68.23,156801,서울특별시 동작구 노량진동 148-23번지 ,,,장터종합분식,2.00201E+13,I,2018-08-31 23:59,분식,195178.0258,445662.1499,분식,1,3,기타,지도,상수도전용,,,,,,,,,N,68.23,,,
3190000,3190000-101-1990-02677,19900207,,3,폐업,2,폐업,19921230,,,,200000000,11.6,156879,서울특별시 동작구 사당동 190-58번지 ,,,도날드,2.00109E+13,I,2018-08-31 23:59,분식,,,분식,1,1,주택가주변,기타,상수도전용,,,,,,,,,N,11.6,,,
3190000,3190000-101-1990-02678,19900224,,3,폐업,2,폐업,19930423,,,,200000000,44.07,156860,서울특별시 동작구 흑석동 163-2번지 ,,,맥코이꼬치구이,2.00201E+13,I,2018-08-31 23:59,분식,196529.8289,445195.026,분식,1,1,주택가주변,기타,상수도전용,,,,,,,,,N,44.07,,,
3190000,3190000-101-1990-02679,19900716,,3,폐업,2,폐업,19921020,,,,205211946,20.15,156821,서울특별시 동작구 사당동 265-32번지 ,,,투다리,2.00109E+13,I,2018-08-31 23:59,분식,197513.9938,442383.1525,분식,1,0,주택가주변,기타,상수도전용,,,,,,,,,N,20.15,,,
